Mark-to-Market Performance Summary,Data,Stocks,VKTX,0,33,--,24.15,-335.61,19.14,-1.001518,0,-317.471518,,,,
Mark-to-Market Performance Summary,Data,Total,,,,,,-3617.984349,493.3720218,-43.26012356,215.379774,-2952.492677,,,,
Mark-to-Market Performance Summary,Data,Forex,EUR,0,13.92,--,1.0815,-30.54599,0,0,0,-30.54599,,,,
Mark-to-Market Performance Summary,Data,Forex,JPY,0,0.000000055,--,0.006668,-10.70519,-5.332744,0,0,-16.037934,,,,
Mark-to-Market Performance Summary,Data,Forex,USD,0,20368.10729,1,1,0,-8.228733,0,0,-8.228733,,,,
Mark-to-Market Performance Summary,Data,Total,,,,,,-41.25118,-13.561477,0,0,-54.812657,,,,
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,-3659.235529,479.8105448,-43.26012356,215.379774,-3007.305334,,,,
Mark-to-Market Performance Summary,Data,Broker Interest Paid and Received,,,,,,,,,,106.93,,,,
Mark-to-Market Performance Summary,Data,Other Fees,,,,,,,,,,-0.33,,,,
Mark-to-Market Performance Summary,Data,Advisor Fees,,,,,,,,,,-454.74,,,,
Total P/L for Statement Period,,,,,,,,,,,,-3355.445334,,,,
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,4568.T,0,0,0,0,0,0,0,-141.3455968,0,0,-141.3455968,-141.3455968,
Realized & Unrealized Performance Summary,Data,Stocks,AIQ,0,0,0,0,0,0,0,-137.082592,0,0,-137.082592,-137.082592,
Realized & Unrealized Performance Summary,Data,Stocks,AMD,0,0,0,0,0,0,0,-19.444055,0,0,-19.444055,-19.444055,
Realized & Unrealized Performance Summary,Data,Stocks,AMZN,0,0,0,0,0,0,96.55979,0,0,0,96.55979,96.55979,
Realized & Unrealized Performance Summary,Data,Stocks,ASML,0,0,0,0,0,0,0,-352.930432,0,0,-352.930432,-352.930432,
Realized & Unrealized Performance Summary,Data,Stocks,AVGO,0,0,0,0,0,0,264.769685,0,0,0,264.769685,264.769685,
Realized & Unrealized Performance Summary,Data,Stocks,BLBD,0,0,-529.7743108,0,0,-529.7743108,0,0,0,0,0,-529.7743108,
Realized & Unrealized Performance Summary,Data,Stocks,BTI,0,0,0,0,0,0,202.442624,0,0,0,202.442624,202.442624,
Realized & Unrealized Performance Summary,Data,Stocks,BX,-14.14799993,0,0,0,0,0,0,-116.752864,0,0,-116.752864,-116.752864,
Realized & Unrealized Performance Summary,Data,Stocks,CAT,0,0,0,0,0,0,0,-15.100105,0,0,-15.100105,-15.100105,
Realized & Unrealized Performance Summary,Data,Stocks,DXJ,0,0,0,0,0,0,51.180102,0,0,0,51.180102,51.180102,
Realized & Unrealized Performance Summary,Data,Stocks,EMXC,0,0,0,0,0,0,0,-36.190315,0,0,-36.190315,-36.190315,
Realized & Unrealized Performance Summary,Data,Stocks,GD,0,0,0,0,0,0,44.959724,0,0,0,44.959724,44.959724,
Realized & Unrealized Performance Summary,Data,Stocks,GE,0,0,0,0,0,0,107.449895,0,0,0,107.449895,107.449895,
Realized & Unrealized Performance Summary,Data,Stocks,HYU,0,0,0,0,0,0,0,-252.4221,0,0,-252.4221,-252.4221,
Realized & Unrealized Performance Summary,Data,Stocks,IGPT,0,0,0,0,0,0,0,-251.802376,0,0,-251.802376,-251.802376,
Realized & Unrealized Performance Summary,Data,Stocks,LLY,0,0,0,0,0,0,118.459712,0,0,0,118.459712,118.459712,
Realized & Unrealized Performance Summary,Data,Stocks,LRCX,0,0,0,0,0,0,0,-10.200035,0,0,-10.200035,-10.200035,
Realized & Unrealized Performance Summary,Data,Stocks,MCHI,0,0,0,0,0,0,0,-58.376944,0,0,-58.376944,-58.376944,
Realized & Unrealized Performance Summary,Data,Stocks,MSFT,0,0,0,0,0,0,0,-202.660288,0,0,-202.660288,-202.660288,
Realized & Unrealized Performance Summary,Data,Stocks,NFLX,0,0,0,0,0,0,11.245827,0,0,0,11.245827,11.245827,
Realized & Unrealized Performance Summary,Data,Stocks,NOVd,0,0,0,0,0,0,0,-229.7106,0,0,-229.7106,-229.7106,
Realized & Unrealized Performance Summary,Data,Stocks,NVDA,0,0,0,0,0,0,0,-48.874193,0,0,-48.874193,-48.874193,
Realized & Unrealized Performance Summary,Data,Stocks,R6C0d,0,0,0,0,0,0,157.325805,0,0,0,157.325805,157.325805,
Realized & Unrealized Performance Summary,Data,Stocks,RIO,0,0,0,0,0,0,0,-0.280315,0,0,-0.280315,-0.280315,
Realized & Unrealized Performance Summary,Data,Stocks,SAUS,0,0,0,0,0,0,0,-20.2080438,0,0,-20.2080438,-20.2080438,
Realized & Unrealized Performance Summary,Data,Stocks,TGT,0,0,0,0,0,0,0,-289.84021,0,0,-289.84021,-289.84021,
Realized & Unrealized Performance Summary,Data,Stocks,TIP,0,0,0,0,0,0,94.09568,0,0,0,94.09568,94.09568,
Realized & Unrealized Performance Summary,Data,Stocks,TSLA,0,0,-1298.568255,0,0,-1298.568255,0,0,0,0,0,-1298.568255,
Realized & Unrealized Performance Summary,Data,Stocks,TSM,0,0,0,0,0,0,27.19979,0,0,0,27.19979,27.19979,
Realized & Unrealized Performance Summary,Data,Stocks,VKTX,0,0,0,0,0,0,0,-317.471518,0,0,-317.471518,-317.471518,
Realized & Unrealized Performance Summary,Data,Total,,-14.14799993,0,-1828.342566,0,0,-1828.342566,1175.688634,-2500.692583,0,0,-1325.003949,-3153.346515,
Realized & Unrealized Performance Summary,Data,Forex,EUR,0,0.61924,-8.228733,0,0,-7.609493,0.019488,0,0,0,0.019488,-7.590005,
Realized & Unrealized Performance Summary,Data,Forex,JPY,0,0,-5.332744,0,0,-5.332744,0,0,0,0,0,-5.332744,
Realized & Unrealized Performance Summary,Data,Total,,0,0.61924,-13.561477,0,0,-12.942237,0.019488,0,0,0,0.019488,-12.922749,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,-14.14799993,0.61924,-1841.904043,0,0,-1841.284803,1175.708122,-2500.692583,0,0,-1324.984461,-3166.269264,
Cash Report,Header,Currency Summary,Currency,Total,Securities,Futures,,,,,,,,,,
Cash Report,Data,Starting Cash,Base Currency Summary,0,0,0,,,,,,,,,,
Cash Report,Data,Commissions,Base Currency Summary,-42.25981156,-42.25981156,0,,,,,,,,,,
Cash Report,Data,Deposits,Base Currency Summary,69730.01,69730.01,0,,,,,,,,,,
Cash Report,Data,Dividends,Base Currency Summary,255.829774,255.829774,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,Base Currency Summary,106.93,106.93,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),Base Currency Summary,12490.91303,12490.91303,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),Base Currency Summary,-61663.39247,-61663.39247,0,,,,,,,,,,
Cash Report,Data,Other Fees,Base Currency Summary,-0.33,-0.33,0,,,,,,,,,,
Cash Report,Data,Advisor Fees,Base Currency Summary,-454.74,-454.74,0,,,,,,,,,,
Cash Report,Data,Withholding Tax,Base Currency Summary,-40.45,-40.45,0,,,,,,,,,,
Cash Report,Data,Cash FX Translation Gain/Loss,Base Currency Summary,0.651256,0.651256,0,,,,,,,,,,
Cash Report,Data,Ending Cash,Base Currency Summary,20383.16177,20383.16177,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,20383.16177,20383.16177,0,,,,,,,,,,
Cash Report,Data,Starting Cash,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Commissions,EUR,-12,-12,0,,,,,,,,,,
Cash Report,Data,Dividends,EUR,27.62,27.62,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),EUR,5031.2052,5031.2052,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),EUR,-5032.9052,-5032.9052,0,,,,,,,,,,
Cash Report,Data,Ending Cash,EUR,13.92,13.92,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,EUR,13.92,13.92,0,,,,,,,,,,
Cash Report,Data,Starting Cash,JPY,0,0,0,,,,,,,,,,
Cash Report,Data,Commissions,JPY,-297.6,-297.6,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),JPY,372333.641,372333.641,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),JPY,-372036.041,-372036.041,0,,,,,,,,,,
Cash Report,Data,Ending Cash,JPY,0.000000055,0.000000055,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,JPY,0.000000055,0.000000055,0,,,,,,,,,,
Cash Report,Data,Starting Cash,USD,0,0,0,,,,,,,,,,
Cash Report,Data,Commissions,USD,-27.16596532,-27.16596532,0,,,,,,,,,,
Cash Report,Data,Deposits,USD,69730.01,69730.01,0,,,,,,,,,,
Cash Report,Data,Dividends,USD,226.61,226.61,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,USD,106.93,106.93,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),USD,4525.663343,4525.663343,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),USD,-53698.42008,-53698.42008,0,,,,,,,,,,
Cash Report,Data,Other Fees,USD,-0.33,-0.33,0,,,,,,,,,,
Cash Report,Data,Advisor Fees,USD,-454.74,-454.74,0,,,,,,,,,,
Cash Report,Data,Withholding Tax,USD,-40.45,-40.45,0,,,,,,,,,,
Cash Report,Data,Ending Cash,USD,20368.10729,20368.10729,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,USD,20368.10729,20368.10729,0,,,,,,,,,,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code,,,
Open Positions,Data,Summary,Stocks,EUR,HYU,24,1,57.325,1375.8,47.6,1142.4,-233.4,,,,
Open Positions,Data,Summary,Stocks,EUR,NOVd,30,1,70.1,2103,63.02,1890.6,-212.4,,,,
Open Positions,Data,Summary,Stocks,EUR,R6C0d,42,1,30.46142857,1279.38,33.925,1424.85,145.47,,,,
Open Positions,Data,Summary,Stocks,EUR,SAUS,6,1,47.7842,286.7052,44.67,268.02,-18.6852,,,,
Open Positions,Total,,Stocks,EUR,,,,,5044.8852,,4725.87,-319.0152,,,,
Open Positions,Total,,Stocks,USD,,,,,5456.043344,,5111.028405,-345.0149388,,,,
Open Positions,Data,Summary,Stocks,JPY,4568.T,100,1,3722.976,372297.6,3511,351100,-21197.6,,,,
Open Positions,Total,,Stocks,JPY,,,,,372297.6,,351100,-21197.6,,,,
Open Positions,Total,,Stocks,USD,,,,,2482.480397,,2341.1348,-141.3455968,,,,
Open Positions,Data,Summary,Stocks,USD,AIQ,36,1,40.18784978,1446.762592,36.38,1309.68,-137.082592,,,,
Open Positions,Data,Summary,Stocks,USD,AMD,1.2,1,118.9450458,142.734055,102.74,123.29,-19.444055,,,,
Open Positions,Data,Summary,Stocks,USD,AMZN,6,1,174.1667017,1045.00021,190.26,1141.56,96.55979,,,,
Open Positions,Data,Summary,Stocks,USD,ASML,6,1,721.4517387,4328.710432,662.63,3975.78,-352.930432,,,,
Open Positions,Data,Summary,Stocks,USD,AVGO,9,1,138.0111461,1242.100315,167.43,1506.87,264.769685,,,,
Open Positions,Data,Summary,Stocks,USD,BTI,33,1,35.23537503,1162.767376,41.37,1365.21,202.442624,,,,
Open Positions,Data,Summary,Stocks,USD,BX,12,1,149.5094053,1794.112864,139.78,1677.36,-116.752864,,,,
Open Positions,Data,Summary,Stocks,USD,CAT,3,1,334.8333683,1004.500105,329.8,989.4,-15.100105,,,,
Open Positions,Data,Summary,Stocks,USD,DXJ,6,1,101.649983,609.899898,110.18,661.08,51.180102,,,,
Open Positions,Data,Summary,Stocks,USD,EMXC,9,1,59.11114611,532.000315,55.09,495.81,-36.190315,,,,
Open Positions,Data,Summary,Stocks,USD,GD,6,1,265.0867127,1590.520276,272.58,1635.48,44.959724,,,,
Open Positions,Data,Summary,Stocks,USD,GE,3,1,164.3333683,493.000105,200.15,600.45,107.449895,,,,
Open Positions,Data,Summary,Stocks,USD,IGPT,33,1,48.12037503,1587.972376,40.49,1336.17,-251.802376,,,,
Open Positions,Data,Summary,Stocks,USD,LLY,6,1,806.1667147,4837.000288,825.91,4955.46,118.459712,,,,
Open Positions,Data,Summary,Stocks,USD,LRCX,10,1,73.7200035,737.200035,72.7,727,-10.200035,,,,
Open Positions,Data,Summary,Stocks,USD,MCHI,27,1,56.56210904,1527.176944,54.4,1468.8,-58.376944,,,,
Open Positions,Data,Summary,Stocks,USD,MSFT,6,1,409.1667147,2455.000288,375.39,2252.34,-202.660288,,,,
Open Positions,Data,Summary,Stocks,USD,NFLX,2.4,1,927.8434054,2226.824173,932.53,2238.07,11.245827,,,,
Open Positions,Data,Summary,Stocks,USD,NVDA,4.2,1,120.017665,504.074193,108.38,455.2,-48.874193,,,,
Open Positions,Data,Summary,Stocks,USD,RIO,9,1,60.11114611,541.000315,60.08,540.72,-0.280315,,,,
Open Positions,Data,Summary,Stocks,USD,TGT,6,1,152.6667017,916.00021,104.36,626.16,-289.84021,,,,
Open Positions,Data,Summary,Stocks,USD,TIP,60,1,109.5217387,6571.30432,111.09,6665.4,94.09568,,,,
Open Positions,Data,Summary,Stocks,USD,TSM,6,1,161.4667017,968.80021,166,996,27.19979,,,,
Open Positions,Data,Summary,Stocks,USD,VKTX,33,1,33.77034903,1114.421518,24.15,796.95,-317.471518,,,,
Open Positions,Total,,Stocks,USD,,,,,39378.88341,,38540.24,-838.643413,,,,
Open Positions,Total,,Stocks,USD,,,,,47317.40715,,45992.40321,-1325.003949,,,,
Forex Balances,Header,Asset Category,Currency,Description,Quantity,Cost Price,Cost Basis in USD,Close Price,Value in USD,Unrealized P/L in USD,Code,,,,,
Forex Balances,Data,Forex,USD,EUR,13.92,1.0801,-15.034992,1.0815,15.05448,0.019488,,,,,,
Forex Balances,Data,Forex,USD,USD,20368.10729,0,-20368.10729,1,20368.10729,0,,,,,,
Forex Balances,Data,Total,,,,,-20383.14229,,20383.16177,0.019488,,,,,,
Net Stock Position Summary,Header,Asset Category,Currency,Symbol,Description,Shares at IB,Shares Borrowed,Shares Lent,Net Shares,,,,,,,
Net Stock Position Summary,Data,Stocks,EUR,HYU,HYUNDAI MOTOR CO-REG S GDR,24,0,0,24,,,,,,,
Net Stock Position Summary,Data,Stocks,EUR,NOVd,NOVO NORDISK A/S-B,30,0,0,30,,,,,,,
Net Stock Position Summary,Data,Stocks,EUR,R6C0d,SHELL PLC,42,0,0,42,,,,,,,
Net Stock Position Summary,Data,Stocks,EUR,SAUS,ISHARES MSCI AUSTRALIA,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,JPY,4568.T,DAIICHI SANKYO CO LTD,100,0,0,100,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,AIQ,GLOBAL X ART INTEL & TECH,36,0,0,36,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,AMD,ADVANCED MICRO DEVICES,1.2,0,0,1.2,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,AMZN,AMAZON.COM INC,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,ASML,ASML HOLDING NV-NY REG SHS,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,AVGO,BROADCOM INC,9,0,0,9,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,BTI,BRITISH AMERICAN TOB-SP ADR,33,0,0,33,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,BX,BLACKSTONE INC,12,0,0,12,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,CAT,CATERPILLAR INC,3,0,0,3,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,DXJ,WISDOMTREE JAPAN HEDGED EQ,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,EMXC,ISHARES MSCI EMR MRK EX CHNA,9,0,0,9,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,GD,GENERAL DYNAMICS CORP,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,GE,GENERAL ELECTRIC,3,0,0,3,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,IGPT,INVESCO AI AND NEXT GEN SOFT,33,0,0,33,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,LLY,ELI LILLY & CO,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,LRCX,LAM RESEARCH CORP,10,0,0,10,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,MCHI,ISHARES MSCI CHINA ETF,27,0,0,27,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,MSFT,MICROSOFT CORP,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,NFLX,NETFLIX INC,2.4,0,0,2.4,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,NVDA,NVIDIA CORP,4.2,0,0,4.2,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,RIO,RIO TINTO PLC-SPON ADR,9,0,0,9,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,TGT,TARGET CORP,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,TIP,ISHARES TIPS BOND ETF,60,0,0,60,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,TSM,TAIWAN SEMICONDUCTOR-SP ADR,6,0,0,6,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,VKTX,VIKING THERAPEUTICS INC,33,0,0,33,,,,,,,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code,
Trades,Data,Order,Stocks,EUR,HYU,"2024-10-22, 11:58:37",24,57.2,57.2,-1372.8,-3,1375.8,0,0,O,
Trades,SubTotal,,Stocks,EUR,HYU,,24,,,-1372.8,-3,1375.8,0,0,,
Trades,Data,Order,Stocks,EUR,NOVd,"2025-03-21, 9:31:50",30,70,71.28,-2100,-3,2103,0,38.4,O,
Trades,SubTotal,,Stocks,EUR,NOVd,,30,,,-2100,-3,2103,0,38.4,,
Trades,Data,Order,Stocks,EUR,R6C0d,"2024-09-10, 6:56:24",42,30.39,30.075,-1276.38,-3,1279.38,0,-13.23,O,
Trades,SubTotal,,Stocks,EUR,R6C0d,,42,,,-1276.38,-3,1279.38,0,-13.23,,
Trades,Data,Order,Stocks,EUR,SAUS,"2024-09-09, 10:18:12",6,47.2842,47.09,-283.7052,-3,286.7052,0,-1.1652,O,
Trades,SubTotal,,Stocks,EUR,SAUS,,6,,,-283.7052,-3,286.7052,0,-1.1652,,
Trades,Total,,Stocks,EUR,,,,,,-5032.8852,-12,5044.8852,0,24.0048,,
Trades,Total,,Stocks,USD,,,,,,-5473.276168,-13.1007,5486.376868,0,25.6643418,,
Trades,Data,Order,Stocks,JPY,4568.T,"2025-03-20, 23:30:00",100,3720,3702,-372000,-297.6,372297.6,0,-1800,O,
Trades,SubTotal,,Stocks,JPY,4568.T,,100,,,-372000,-297.6,372297.6,0,-1800,,
Trades,Total,,Stocks,JPY,,,,,,-372000,-297.6,372297.6,0,-1800,,
Trades,Total,,Stocks,USD,,,,,,-2491.4328,-1.99314624,2493.425946,0,-12.05532,,
Trades,Data,Order,Stocks,USD,AIQ,"2024-12-12, 10:31:59",36,40.16,40.06,-1445.76,-1.002592,1446.762592,0,-3.6,O,
Trades,SubTotal,,Stocks,USD,AIQ,,36,,,-1445.76,-1.002592,1446.762592,0,-3.6,,
Trades,Data,Order,Stocks,USD,AMD,"2025-01-30, 12:39:32",1.2,118.1116667,118.86,-141.734,-1.0000552,142.7340552,0,0.898,FPA;O;P,
Trades,SubTotal,,Stocks,USD,AMD,,1.2,,,-141.734,-1.0000552,142.7340552,0,0.898,,
Trades,Data,Order,Stocks,USD,AMZN,"2024-09-09, 10:30:40",6,174,175.4,-1044,-1.000312,1045.000312,0,8.4,O,
Trades,SubTotal,,Stocks,USD,AMZN,,6,,,-1044,-1.000312,1045.000312,0,8.4,,
Trades,Data,Order,Stocks,USD,ASML,"2024-10-22, 11:59:53",6,721.285,720.91,-4327.71,-1.000432,4328.710432,0,-2.25,O,
Trades,SubTotal,,Stocks,USD,ASML,,6,,,-4327.71,-1.000432,4328.710432,0,-2.25,,
Trades,Data,Order,Stocks,USD,AVGO,"2024-09-09, 9:53:02",9,137.9,140.82,-1241.1,-1.000468,1242.100468,0,26.28,O,
Trades,SubTotal,,Stocks,USD,AVGO,,9,,,-1241.1,-1.000468,1242.100468,0,26.28,,
